store_name,city,zip_code,store_location,county,category_name,vendor_name,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,year,month,day,day_of_week
smokin' joe's,cedar rapids,52402,POINT (-91.6537 41.987286),linn,apricot brandies,heaven hill brands,christian bros brandy,24,375,3.23,4.85,5,24.25,1.88,0.5,2014,8,20,2
hy-vee,harlan,51537,POINT (-95.339881 41.650658),shelby,imported distilled spirit specialty,pernod ricard usa,martell vssd,24,200,5.99,8.99,2,17.98,0.4,0.11,2018,6,5,1
happy's wine & spirits,cedar falls,50613,POINT (-92.429331 42.512766),black hawk,straight rye whiskies,jim beam brands,basil hayden dark rye,6,750,23.62,35.43,60,2125.8,45.0,11.88,2020,10,29,3
hy-vee,ankeny,50023,POINT (-93.621824 41.705188),polk,green creme de menthe,luxco inc,paramount creme de menthe/green,12,750,4.75,7.13,9,64.17,6.75,1.78,2015,11,10,1
hy-vee,council bluffs,51501,POINT (-95.855054 41.261673),pottawattamie,decanters & specialty packages,diageo americas,crown royal w/flask,4,1750,31.0,46.5,4,186.0,7.0,1.85,2012,10,19,4
sam's club,dubuque,52002,POINT (-90.737821 42.515289),dubuque,decanters & specialty packages,pernod ricard usa,absolut zing zang bloody mary mix,3,1750,19.99,29.99,78,2339.22,136.5,36.06,2013,2,5,1
cozy mart,davenport,52804,POINT (-90.619947 41.538161),scott,american vodka,mccormick distilling co,mccormick vodka,48,200,1.13,1.7,1,81.6,0.2,0.05,2016,8,31,2
hy-vee,iowa city,52240,POINT (-91.53046300000001 41.642764),johnson,imported vodka,diageo americas,ciroc luxury vodka,12,375,9.25,13.88,3,13.88,1.12,0.29,2016,8,30,1
kum & go,okoboji,51355,POINT (-95.129128 43.382148),dickinson,imported vodka,pernod ricard usa,absolut swedish vodka 80 prf mini,10,600,7.92,11.88,1,11.88,0.6,0.15,2016,8,31,2
hy-vee,iowa city,52240,POINT (-91.53046300000001 41.642764),johnson,cocktails / rtd,luxco inc,paramount long island iced tea,12,1000,4.5,6.75,17,81.0,17.0,4.49,2016,8,30,1
hy-vee,davenport,52807,POINT (-90.548919 41.55678100000001),scott,american vodka,sazerac company  inc,nikolai vodka,24,375,1.71,2.57,1,61.68,0.37,0.09,2016,8,31,2
hy-vee,iowa city,52240,POINT (-91.518868 41.676095),johnson,imported distilled spirit specialty,constellation wine company,mi campo blanco,12,750,12.4,18.6,24,446.4,18.0,4.75,2020,4,23,3
wal-mart,davenport,52807,POINT (-90.525525 41.580212),scott,decanters & specialty packages,jim beam brands,canadian club 1858 w/2 glasses,6,750,7.88,11.82,18,212.76,13.5,3.57,2013,12,4,2
hy-vee,davenport,52807,POINT (-90.548919 41.55678100000001),scott,decanters & specialty packages,"moet hennessy usa, inc.",glenmorangie 10yr discovery pack w/3 50ml,6,900,22.99,34.49,2,68.98,1.8,0.48,2014,10,29,2
hy-vee,mount pleasant,52641,POINT (-91.52888 40.962331000000006),henry,distilled spirits specialty,piedmont distillers,midnight moon blueberry,6,750,10.42,15.63,30,468.9,22.5,5.94,2013,2,13,2
family pantry,des moines,50310,POINT (-93.665871 41.638673),polk,apricot brandies,heaven hill brands,christian bros brandy,24,375,3.23,4.85,5,24.25,1.88,0.5,2014,10,22,2
costco wholesale,coralville,52241,POINT (-91.61494100000002 41.698028),johnson,single malt scotch,pernod ricard usa,glenlivet 12 yr malt scotch,12,750,22.98,34.47,180,6204.6,135.0,35.66,2015,10,14,2
hy-vee,pleasant hill,50317,POINT (-93.519187 41.598109),polk,decanters & specialty packages,sidney frank importing co.,jagermeister w/flask,12,750,12.05,18.08,36,650.88,27.0,7.13,2014,10,15,2
hy-vee,west des moines,50265,POINT (-93.773557 41.561197),polk,single malt scotch,"moet hennessy usa, inc.",glenmorangie 10yr,4,1750,39.99,59.99,4,239.96,7.0,1.85,2014,1,20,0
keokuk spirits,keokuk,52632,POINT (-91.387797 40.400038),lee,miscellaneous schnapps,phillips beverage company,ice hole plum schnapps,12,750,5.15,7.73,120,927.6,90.0,23.78,2014,5,5,0
ingersoll liquor and beverage,des moines,50312,POINT (-93.664182 41.586319),polk,decanters & specialty packages,"moet hennessy usa, inc.",glenmorangie 10yr discovery pack w/3 50ml,6,900,19.96,29.94,6,179.64,5.4,1.43,2012,8,13,0
jim's foods ,cedar rapids,52404,POINT (-91.67707300000001 41.968016000000006),linn,american vodka,e & j gallo winery,new amsterdam vodka,6,1750,13.32,19.98,3,119.88,5.25,1.38,2016,8,31,2
clinton liquor & convenience store,clinton,52733,POINT (-90.225022 41.833351),clinton,american cordials & liqueurs,sazerac company  inc,fireball cinnamon,48,100,0.89,1.34,1,64.32,0.1,0.02,2016,8,31,2
beecher beverage,dubuque,52001,POINT (-90.696886 42.500775000000004),dubuque,american vodka,diageo americas,smirnoff vodka 80 prf pet,6,1750,14.75,22.13,4,132.78,7.0,1.84,2016,8,30,1
wal-mart,decorah,52101,POINT (-91.753135 43.290041),winneshiek,decanters & specialty packages,pernod ricard usa,the glenlivet w/50ml 15yr & 18yr,6,850,22.48,33.72,6,202.32,5.1,1.35,2015,12,2,2
uncorked wine & spirits,jefferson,50129,POINT (-94.374156 42.014308),greene,decanters & specialty packages,disaronno international llc,disaronno amaretto cavalli mignon 3-50ml pack,20,150,6.4,9.6,1,9.6,0.15,0.04,2015,12,21,0
hy-vee,iowa city,52240,POINT (-91.53046300000001 41.642764),johnson,straight rye whiskies,diageo americas,george dickel rye,12,750,13.5,20.25,24,486.0,18.0,4.75,2019,7,8,0
super quick mart,windsor heights,50324,POINT (-93.72238 41.614669),polk,special order items,brown-forman corporation,jack daniels sinatra,6,1000,100.0,150.0,6,900.0,6.0,1.58,2020,4,16,3
hy-vee,iowa city,52240,POINT (-91.53046300000001 41.642764),johnson,decanters & specialty packages,jim beam brands,jim beam operation homefront,6,1750,18.37,27.56,60,1653.6,105.0,27.74,2015,6,30,1
wines and spirits,washington,52353,POINT (-91.692214 41.300399),washington,miscellaneous schnapps,diageo americas,yukon jack perma frost schnapps,12,750,9.5,14.25,11,156.75,8.25,2.18,2016,1,11,0
central city,des moines,50314,POINT (-93.619787 41.60566),polk,single malt scotch,moet hennessy usa,glenmorangie quinta ruban,6,750,29.99,44.99,30,1349.7,22.5,5.94,2019,11,29,4
hy-vee,urbandale,50322,POINT (-93.739105 41.629364),polk,decanters & specialty packages,pernod ricard usa,absolut electrik,12,750,11.49,17.24,312,5378.88,234.0,61.82,2015,11,12,3
hy-vee,urbandale,50322,POINT (-93.739105 41.629364),polk,special order items,jim beam brands,sauza tres generaciones plata,6,750,18.37,27.56,36,992.16,27.0,7.13,2017,8,15,1
wal-mart,windsor heights,50311,POINT (-93.716991 41.594787),polk,decanters & specialty packages,jim beam brands,jim beam white w/3-50mls,6,750,9.98,14.97,18,269.46,13.5,3.57,2013,12,3,1
atc liquor,davenport,52802,POINT (-90.589149 41.521586),scott,decanters & specialty packages,prestige wine & spirits group,kinky vodka martini pack,6,3600,10.0,15.0,6,90.0,21.6,5.71,2015,7,27,0
sam's club,sioux city,51106,POINT (-96.37082 42.43407),woodbury,special order items,sazerac company  inc,members mark vodka,6,1750,8.51,12.77,384,4903.68,672.0,177.52,2020,8,18,1
hy-vee,ankeny,50023,POINT (-93.621824 41.705188),polk,gold rum,bacardi usa inc,bacardi gold,12,750,8.26,12.39,24,297.36,18.0,4.75,2020,5,5,1
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,special order items,proximo,gran centenario reposado,12,750,28.08,42.12,36,1516.32,27.0,7.13,2018,6,25,0
"smoke shop, the",des moines,50320,POINT (-93.597011 41.570844),polk,straight rye whiskies,campari(skyy),russell's reserve rye 6yr,6,750,19.99,29.99,18,539.82,13.5,3.57,2013,4,1,0
cyclone liquors,ames,50010,POINT (-93.618911 42.022854),story,single malt scotch,cedar ridge vineyards llc,cedar ridge single malt whiskey,12,200,7.5,11.25,3,33.75,0.6,0.15,2019,5,16,3
iowa distilling company,cumming,50061,POINT (-93.762456 41.483192),warren,american distilled spirit specialty,dunkel corporation,saints n sinners apple pie,12,750,8.0,12.0,36,432.0,27.0,7.13,2020,1,7,1
hy-vee,west des moines,50265,POINT (-93.773557 41.561197),polk,straight rye whiskies,diageo americas,bulleit 95 rye,12,750,16.5,24.75,24,594.0,18.0,4.75,2020,1,8,2
hy-vee,west des moines,50266,POINT (-93.808855 41.598515),polk,straight rye whiskies,jim beam brands,knob creek rye,6,750,20.0,30.0,18,540.0,13.5,3.56,2020,8,24,0
food land super markets,missouri valley,51555,POINT (-95.899346 41.557404),harrison,triple sec,luxco inc,paramount peppermint schnapps,24,375,2.28,3.42,5,17.1,1.88,0.5,2016,3,14,0
wal-mart,ankeny,50021,POINT (-93.582348 41.70486400000001),polk,barbados rum,mhw ltd,blue chair bay white,12,750,9.42,14.13,36,508.68,27.0,7.13,2014,9,9,1
hy-vee,des moines,50317,POINT (-93.573845 41.604312),polk,american vodka,diageo americas,smirnoff vodka 80 prf,48,200,2.54,3.81,1,182.88,0.2,0.05,2016,8,30,1
osco,clinton,52732,POINT (-90.184797 41.858932),clinton,temporary &  specialty packages,jim beam brands,jim beam w/2 glasses,6,750,10.5,15.75,30,472.5,22.5,5.94,2020,10,5,0
wal-mart,muscatine,52761,POINT (-91.025913 41.45529),muscatine,decanters & specialty packages,brown-forman corporation,jack daniel's w/billboard,12,750,13.54,20.31,96,1949.76,72.0,19.02,2012,10,2,1
hard rock hotel & casino sioux city,sioux city,51101,POINT (-96.40942000000001 42.493049),woodbury,triple sec,luxco inc,juarez triple sec,12,750,2.5,3.75,36,135.0,27.0,7.13,2014,7,16,2
cyclone liquors,ames,50010,POINT (-93.618911 42.022854),story,special order items,edrington group usa llc,brugal anejo rum,12,750,10.02,15.03,24,360.72,18.0,4.75,2019,1,30,2
hy-vee,cedar rapids,52404,POINT (-91.658577 41.955859),linn,spearmint schnapps,luxco inc,arrow spearmint schnapps,12,1000,4.75,7.13,4,28.52,4.0,1.06,2012,6,21,3
wal-mart,west burlington,52655,POINT (-91.158407 40.813125),des moines,temporary &  specialty packages,mhw ltd,rumchata peppermint bark,12,750,13.0,19.5,84,1638.0,63.0,16.64,2020,10,23,4
"liquor barn, inc.",hampton,50441,POINT (-93.21693 42.741728),franklin,apple schnapps,jim beam brands,dekuyper sour apple pucker,24,375,3.07,4.61,5,23.05,1.88,0.5,2014,7,7,0
hy-vee,mason city,50401,POINT (-93.213856 43.148257),cerro gordo,spearmint schnapps,luxco inc,arrow spearmint schnapps,12,1000,4.75,7.13,4,28.52,4.0,1.06,2013,4,22,0
cedar ridge vineyards,swisher,52338,POINT (-91.67737 41.8321),johnson,irish whiskies,cedar ridge vineyards llc,cedar ridge single malt whiskey,6,750,25.0,37.5,18,675.0,13.5,3.57,2015,9,9,2
wilkie liquors,mount vernon,52314,POINT (-91.410401 41.918328),linn,special order items,gemini spirits,corazon tequila blanco,6,1000,12.0,18.0,30,540.0,30.0,7.93,2018,6,18,0
vom fass,des moines,50312,POINT (-93.674384 41.59343100000001),polk,miscellaneous  brandies,yahara bay distillers inc,williams pear brandy,6,50,4.23,6.35,6,38.1,0.3,0.08,2012,4,27,4
nat food mart,des moines,50317,POINT (-93.541351 41.630849),polk,peach schnapps,luxco inc,paramount peach schnapps,12,1000,4.65,6.98,4,27.92,4.0,1.06,2014,2,19,2
hy-vee,sioux city,51104,POINT (-96.417783 42.519886),woodbury,american vodka,mccormick distilling co,mccormick vodka,48,200,1.13,1.7,1,81.6,0.2,0.05,2016,8,31,2
food land super markets,missouri valley,51555,POINT (-95.899346 41.557404),harrison,american vodka,mccormick distilling co,mccormick vodka pet,24,375,1.8,2.7,1,64.8,0.37,0.09,2016,8,29,0
benz distributing,cedar rapids,52401,POINT (-91.659875 41.97574),linn,decanters & specialty packages,disaronno international llc,disaronno amaretto cavalli mignon 3-50ml pack,20,150,6.4,9.6,3,28.8,0.45,0.12,2015,12,2,2
costco wholesale,west des moines,50266,POINT (-93.806489 41.561342),dallas,single malt scotch,william grant & sons inc,glenfiddich 15 yr solera reserva,12,750,32.0,48.0,84,4032.0,63.0,16.64,2015,12,18,4
hy-vee,des moines,50321,POINT (-93.64494300000001 41.542748),polk,irish whiskies,pernod ricard usa,powers irish whiskey,12,1000,16.49,24.74,4,98.96,4.0,1.06,2015,12,10,3
hy-vee,washington,52353,POINT (-91.704567 41.296576),washington,distilled spirits specialty,western spirits beverage co. llc,bird dog peppermint moonshine mini,5,600,5.8,8.7,3,26.1,1.8,0.48,2015,2,16,0
johncy's liquor store,north liberty,52317,POINT (-91.60761 41.738129),johnson,straight rye whiskies,heaven hill brands,rittenhouse rye 100 proof-ha,12,750,12.98,19.47,10,194.7,7.5,1.98,2015,12,22,1
hy-vee,coralville,52241,POINT (-91.590715 41.682013),johnson,decanters & specialty packages,"moet hennessy usa, inc.",glenmorangie taster pack,6,400,14.84,22.26,6,133.56,2.4,0.63,2014,12,22,0
central city,des moines,50314,POINT (-93.613739 41.60572),polk,decanters & specialty packages,"moet hennessy usa, inc.",hennessy vs shepard fairey,12,750,18.49,27.74,60,1664.4,45.0,11.89,2014,10,9,3
sam's club,ames,50010,POINT (-93.613648 42.001123),story,decanters & specialty packages,heaven hill brands,christian brothers holiday nog,12,750,4.46,6.69,36,240.84,27.0,7.13,2015,9,9,2
hy-vee,waukee,50263,POINT (-93.854477 41.615059),dallas,decanters & specialty packages,"moet hennessy usa, inc.",ardbeg 10yr exploration pack,6,850,25.98,38.97,6,233.82,5.1,1.35,2014,9,17,2
sam's club,dubuque,52002,POINT (-90.737821 42.515289),dubuque,special order items,sazerac company  inc,members mark vodka,6,1750,8.51,12.77,384,4903.68,672.0,177.52,2020,10,23,4
sac city food pride,sac city,50583,POINT (-95.002637 42.422404),sac,triple sec,sazerac company  inc,tortilla triple sec,12,1000,3.01,4.52,4,18.08,4.0,1.05,2020,8,3,0
keokuk spirits,keokuk,52632,POINT (-91.387797 40.400038),lee,decanters & specialty packages,pernod ricard usa,absolut w/2 citron 50ml & 2 mandrin 50ml,6,950,11.49,17.24,6,103.44,5.7,1.51,2014,6,23,0
wal-mart,west burlington,52655,POINT (-91.158407 40.813125),des moines,decanters & specialty packages,mhw ltd,rumchata iced coffee pack,6,750,12.5,18.75,18,337.5,13.5,3.57,2014,4,21,0
twin town liquor,toledo,52342,POINT (-92.579446 41.985985),tama,apricot brandies,heaven hill brands,christian bros brandy,24,375,3.23,4.85,5,24.25,1.88,0.5,2014,2,18,1
j d spirits liquor,onawa,51040,POINT (-96.095845 42.025841),monona,cocktails / rtd,"worldwide libations, llc",the bitter truth cocktail bitters traveler's set,12,100,9.5,14.25,1,14.25,0.1,0.02,2020,8,11,1
hy-vee,ames,50010,POINT (-93.619455 42.022848),story,straight rye whiskies,jim beam brands,basil hayden dark rye,6,750,23.62,35.43,24,850.32,18.0,4.75,2019,12,11,2
kolby's liquor store,new hampton,50659,POINT (-92.32302900000002 43.066752),chickasaw,decanters & specialty packages,pernod ricard usa,the glenlivet w/50ml 15yr & 18yr,6,850,20.99,32.24,2,64.48,1.7,0.45,2014,10,14,1
hy-vee,boone,50036,POINT (-93.876107 42.063831),boone,irish whiskies,pernod ricard usa,powers irish whiskey,12,1000,11.24,16.86,4,67.44,4.0,1.06,2012,6,11,0
wal-mart,decorah,52101,POINT (-91.753135 43.290041),winneshiek,decanters & specialty packages,sidney frank importing co.,jagermeister w/2 shot glasses,12,750,12.05,18.08,72,1301.76,54.0,14.27,2013,10,11,4
218 fuel express & chubby's liquor,floyd,50435,POINT (-92.73738 43.122076),floyd,100 proof vodka,dehner distillery,ingenioz,12,750,12.54,18.81,36,677.16,27.0,7.13,2016,4,12,1
wal-mart,west des moines,50266,POINT (-93.795512 41.558107),polk,decanters & specialty packages,heaven hill brands,evan williams peppermint chocolate egg nog,12,750,4.46,6.69,36,240.84,27.0,7.13,2014,11,7,4
hy-vee,davenport,52807,POINT (-90.548919 41.55678100000001),scott,irish whiskies,pernod ricard usa,powers irish whiskey,12,1000,16.49,24.74,4,98.96,4.0,1.06,2016,2,17,2
hy-vee,dubuque,52001,POINT (-90.666497 42.49721900000001),dubuque,tropical fruit schnapps,sazerac company  inc,maui blue hawaiian schnapps,12,1000,4.54,6.81,4,27.24,4.0,1.06,2013,10,23,2
wal-mart,mason city,50401,POINT (-93.261648 43.148239),cerro gordo,decanters & specialty packages,mhw ltd,rumchata w/thermal cup,6,750,12.5,18.75,174,3262.5,130.5,34.47,2013,10,4,4
hy-vee,sioux city,51105,POINT (-96.364108 42.487752),woodbury,decanters & specialty packages,pernod ricard usa,the glenlivet w/50ml 15yr & 18yr,6,850,21.99,32.99,6,197.94,5.1,1.35,2014,5,14,2
hy-vee,cedar falls,50613,POINT (-92.429331 42.512766),black hawk,peach schnapps,luxco inc,paramount peach schnapps,12,1000,4.65,6.98,4,27.92,4.0,1.06,2013,10,9,2
hy-vee,west des moines,50266,POINT (-93.808855 41.598515),polk,single malt scotch,"moet hennessy usa, inc.",glenmorangie nectar d'or,6,750,33.49,50.24,18,904.32,13.5,3.57,2015,2,17,1
sam's club,sioux city,51106,POINT (-96.37082 42.43407),woodbury,special order items,sazerac company  inc,members mark vodka,6,1750,8.51,12.77,360,4597.2,630.0,166.42,2019,12,24,1
fareway stores,toledo,52342,POINT (-92.581697 41.984303),tama,decanters & specialty packages,pernod ricard usa,malibu w/dole pineapple juice,3,1750,16.49,24.74,15,371.1,26.25,6.93,2015,9,1,1
hy-vee,cedar rapids,52405,POINT (-91.697941 41.97447),linn,decanters & specialty packages,pernod ricard usa,absolut w/4-50mls,1,750,137.13,206.07,132,27201.24,99.0,26.15,2013,10,9,2
sycamore convenience,waterloo,50703,POINT (-92.335358 42.497854),black hawk,special order items,jim beam brands,dekuyper red apple,12,750,6.3,9.45,24,226.8,18.0,4.75,2018,10,25,3
hy-vee,ottuwma,52501,POINT (-92.438463 41.01558),wapello,miscellaneous schnapps,sazerac company  inc,99 bananas mini,10,600,5.94,8.91,6,53.46,3.6,0.95,2015,7,22,2
hy-vee,cedar rapids,52402,POINT (-91.658105 42.010971),linn,american vodka,diageo americas,popov vodka 80 prf,48,200,1.75,2.63,4,2.63,0.8,0.21,2016,8,30,1
hy-vee,clinton,52732,POINT (-90.193204 41.836268000000004),clinton,delisted items,sazerac company  inc,mr. boston riva,12,1000,3.97,5.96,6,5.96,6.0,1.58,2016,8,31,2
hy-vee,council bluffs,51503,POINT (-95.825137 41.242732),pottawatta,american vodka,diageo americas,smirnoff vodka 80 prf mini,12,500,7.47,11.21,4,11.21,2.0,0.52,2016,8,29,0
wal-mart,council bluffs,51501,POINT (-95.867459 41.27737),pottawatta,american cordials & liqueurs,e & j gallo winery,viniq,12,375,6.5,9.75,1,117.0,0.37,0.09,2016,8,29,0
prime mart,waterloo,50703,POINT (-92.345104 42.510573),black hawk,decanters & specialty packages,"moet hennessy usa, inc.",hennessy vs 750ml + vsop 50ml chain vap,6,800,18.99,28.49,24,683.76,19.2,5.07,2015,12,17,3
quality quick stop,fairfield,52556,POINT (-91.965379 41.006639),jefferson,american distilled spirit specialty,dunkel corporation,saints ''n sinners mini,8,50,8.38,12.57,4,50.28,0.2,0.05,2020,10,21,2
hy-vee,waterloo,50701,POINT (-92.403843 42.505197),black hawk,decanters & specialty packages,"moet hennessy usa, inc.",belvedere red,6,750,17.15,25.73,18,463.14,13.5,3.57,2014,11,20,3
kwik stop 16th st,dubuque,52001,POINT (-90.65605000000001 42.511677),dubuque,irish whiskies,pernod ricard usa,jameson,24,375,6.74,10.11,5,50.55,1.88,0.5,2014,5,14,2
fareway stores,urbandale,50322,POINT (-93.734312 41.643829),polk,american distilled spirit specialty,"foundry distilling company, llc",the real stuff,6,750,15.0,22.5,30,675.0,22.5,5.94,2020,11,24,1
tequila's liquor store,des moines,50316,POINT (-93.59704 41.594713),polk,special order items,proximo,sooh gran centenario reposado,12,750,28.08,42.12,24,1010.88,18.0,4.75,2020,11,27,4
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,special order items,jim beam brands,sauza tres generaciones plata,6,750,18.37,27.56,36,992.16,27.0,7.13,2019,2,25,0
fort madison fast break,fort madison,52627,POINT (-91.377416 40.624074),lee,apple schnapps,jim beam brands,dekuyper sour apple pucker,24,375,3.07,4.61,5,23.05,1.88,0.5,2015,3,16,0
tobacco hut,council bluffs,51501,POINT (-95.873073 41.261866),pottawattamie,100 proof vodka,laird & company,five o'clock vodka,48,200,1.13,1.7,2,3.4,0.4,0.11,2016,2,9,1
fareway stores,west des moines,50265,POINT (-93.70689 41.58269000000001),polk,coffee liqueurs,pernod ricard usa,kahlua vanilla,12,750,12.49,18.74,24,449.76,18.0,4.75,2019,12,11,2
